name,address,access,remarks,latitude,longitude
KIDS・PARK西友福生店,福生市東町5-1西友福生店5F,,,,
キャロム東大和店,東大和市立野2-2-2,多摩モノレール 上北台駅,,,
ハローズガーデン東大和,東大和市桜ケ丘2-142-1イトーヨーカドー東大和店 2F,多摩モノレール 桜街道駅,,,
ダイエー東大和,東大和市立野3-1344-1ダイエー東大和店2Fメルヘンランド,多摩モノレール 桜街道駅,,,
セガワールド東大和,東大和市桜が丘1-1330-1,西武拝島線 東大和市駅,,,
フタバ東大和,東大和市向原1-3-5,,,,
こころっこ東久留米店,東久留米市本町3-8-1イトーヨーカドー東久留米店内,西武線東久留米駅,,,
モーリーファンタジー東久留米店,東久留米市南沢5丁目17番62号イオン東久留米店 3F,,,,
ラウンドワン武蔵村山,武蔵村山市伊那平3-1-1,西武拝島線 武蔵砂川駅,,,
タイトーFステーションダイエー武蔵村山,武蔵村山市伊奈平3-36-1ダイエー武蔵村山店,,,,
ドラマ大南,武蔵村山市大南1-148,,,,
モーリーファンタジーむさし村山,武蔵村山市榎1-1-3イオンモールむさし村山 イオンむさし村山店3F,,,,
セガワールドドリームファクトリー,武蔵村山市榎1-1-3-2059イオンモールむさし村山2F,西武拝島線・多摩都市モノレール玉川上水駅からシャトルバスで10分,,,
THE 3RD PLANET 多摩センター店,多摩市落合1-39-2マグレブビル,京王相模原線 京王多摩センター駅小田急多摩線 小田急多摩センター駅多摩モノレール 多摩センター駅,2012/11/10open元アドアーズ多摩センター店,,
タイトーステーション 多摩センター店,多摩市落合1-45-1丘の上パティオ,旧：セガワールドパルテノス,,,
キッズトレイン,多摩市関戸1-11-1,京王線 聖蹟桜ヶ丘駅,旧：聖蹟桜ヶ丘ナムコランド,,
パロ聖蹟桜ヶ丘店,多摩市関戸4-72聖蹟桜ヶ丘オーパ6F,,,,
カプセル永山店,多摩市永山1-3-4ヒューマックスパビリオン2F～B1,京王相模原線 京王永山駅小田急多摩線 永山駅,,,
永山コパボウル,多摩市永山1-3-2ヒューマックスパビリオン6F,,,,
namcoクロスガーデン多摩店,東京都多摩市落合2-33 クロスガーデン多摩 3F,多摩センター駅,,,
よみうりランド丘の湯,稲城市矢野口3302-8,京王相模原線 よみうりランド駅,,,
プレイパーク,稲城市矢野口4015-1よみうりランド内,,,,
フロンティア小作,羽村市小作台1-6-29,JR青梅線 小作駅,,,
フタバ羽村,羽村市栄町1-13-1,,,,
ゲームパラダイス東京サマーランド,あきる野市上代継600,JR五日市線 武蔵増戸駅,,,
モーリーファンタジー日の出,西多摩郡日の出町平井字三吉野桜木237-3イオンモール日の出 イオン日の出店3F,JR五日市線 武蔵引田駅,,,
ユーズランド日の出店,西多摩郡日の出町大字平井字三吉野桜木237番地3イオンモール日の出3F,路線バス利用JR五日市線 武蔵引田駅,,,
ドラマ瑞穂店,西多摩郡瑞穂町武蔵388-1,,,,
ドラマ箱根ヶ崎,西多摩郡瑞穂町箱根ケ崎東松原11-5,JR八高線 箱根ヶ崎駅,,,
namcoザ・モールみずほ16店,西多摩郡瑞穂町高根623 ザ・モールみずほ16内,,,,
アドアーズ鶴見店Ｂ館,横浜市鶴見区豊岡町2-4,JR鶴見駅京急鶴見駅,,,
ゲームコスモ鶴見店,横浜市鶴見区豊岡町17-4,上同,,,
カバロ鶴見店,横浜市鶴見区鶴見中央3-15-30イトーヨーカドー鶴見店内2F,,,,
ヨコヤマ・ユーランド鶴見,横浜市鶴見区下末吉2-21-21,JR鶴見駅,入館料が必要,,
モラモラ東神奈川店,横浜市神奈川区富家町1東神奈川サティ4F,,㈱ハローズ系列,,
パソピアード横浜,横浜市西区南幸1-5-24相鉄ビル1F,横浜駅,横浜５番街,,
フリーダム,横浜市西区南幸1-5-27太洋3号ビル,,,,
プレイランド横浜高島屋店,横浜市西区南幸1-6-31横浜高島屋屋上,,,,
T/S横浜西口五番街店,横浜市西区南幸1-12-9,,T/S横浜店とは別、駅に近い昔プリクラのメッカがあったところにビルが建った,,
ラウンドワン横浜駅西口店,横浜市西区南幸2-8-16,,,,
GAMEサントロペ伊勢佐木町,横浜市中区伊勢佐木町3-96,関内駅伊勢佐木長者町,旧：AMサントロペ～,,
namco伊勢佐木町店,横浜市中区伊勢佐木町3-95,上同,旧：プレイシティキャロット伊勢佐木町店,,
AMESEMENT RAVE FACTORY　MARS,横浜市中区長者町6-106,上同,,,
ゲームセンターピロピロ,横浜市中区伊勢佐木町6-134,黄金町駅,レトロゲーム専門,,
ゲームスペースジャンボドーン,横浜市中区伊勢佐木町6-147本井ビル 1F,阪東橋駅,UFOキャッチャー専門,,
ナムコ 横浜ワールドポーターズ店,横浜市中区新港2-2-1横浜ワールドポーターズ5F,馬車道駅,,,
横浜みなとみらい 万葉倶楽部,横浜市中区新港2-7-1,みなとみらい駅,入場料が必要,,
コスモファンタジア,横浜市中区新港2-8-1よこはまコスモワールド内,桜木町駅みなとみらい駅,,,
ノスタルジア,横浜市中区桜木町１丁目１ぴおシティ地下2階,桜木町駅,レトロスロット専門,,
セガ横浜中華街,横浜市中区山下町80-1,元町・中華街駅石川町駅,,,
ハローズガーデン本牧店,横浜市中区小港町2-100-4イトーヨーカドー本牧店2F,,,,
モーリーファンタジー本牧店,横浜市中区本牧原7-1イオン本牧店5F,,旧：ポップンパーク本牧店,,
Kid's US.LAND ベイタウン本牧店,横浜市中区本牧原12-1ベイタウン本牧5番街 4F,,,,
T/Sイトーヨーカドー横浜別所店,横浜市南区別所1-115-2イトーヨーカドー横浜別所店内,,旧：H/T横浜,,
アミューズメントパークジアス上大岡店,横浜市港南区上大岡西2-1-28上大岡赤い風船1F,上大岡駅,,,
アミューズメントパークジアススクウェア,横浜市港南区上大岡西2-1-28上大岡赤い風船パート2 1F,上大岡駅,プリクラ専門,,
スコナランド港南台店,横浜市港南区港南台3-1-3港南台センターバーズ4F,港南台駅,旧：港南台センターナムコランド店,,
わんぱくランド港南台高島屋店,横浜市港南区港南台3-1-3港南台髙島屋　屋上,港南台駅,,,
モーリーファンタジー港南台店,横浜市港南区港南台3-1-2ダイエー港南台店4F,上に同じ,,,
イミグランデ上永谷店,横浜市港南区丸山台1-11-1上永谷ビル1・2F,上永谷駅,,,
プラサカプコン磯子店,横浜市磯子区磯子1-1-1マリコム磯子SC内,根岸駅,,,
クラブセガ新杉田,横浜市磯子区杉田1-1-1らびすた新杉田2F,新杉田駅杉田駅,,,
ゲームプラザピア小林店,横浜市磯子区杉田1-17-1プララ 杉田 杉田とうきゅう2F,京急線杉田駅と直結,,,
ゲームコスモ金沢文庫,横浜市金沢区谷津町344,金沢文庫駅,,,
モーリーファンタジー金沢八景店,横浜市金沢区泥亀1-27-1イオン金沢八景店2F,金沢八景駅,,,
キッズパーク イトーヨーカドー能見台,横浜市金沢区能見台東3-1イトーヨーカドー3F,能見台駅,ゲームコーナー,,
スコナランド金沢シーサイド店,横浜市金沢区並木2-13-13F,,イオン金沢シーサイド,,
八景島カーニバルハウス,横浜市金沢区八景島,シーサイドライン八景島駅,テーマパーク内ですが8号です。,,
クラブセガ綱島,横浜市港北区綱島西2-6-29城田ビル1F-3F,綱島駅,,,
イトーヨーカドー綱島店 ゲームコーナー,横浜市港北区綱島西2-8-1,綱島駅,ゲームコーナー,,
ラウンドワン綱島店,横浜市港北区樽町2-6-40,綱島駅,,,
モーリーファンタジー横浜新吉田店,港北区新吉田東8-49-1イオン横浜新吉田店2F,新羽駅,旧：ファンタジーアイランド～,,
スウィングスタジアム横浜,港北区新羽町904,新羽駅,ゲームコーナー,,
namcoトレッサ横浜店,横浜市港北区師岡町700トレッサ横浜南棟3F,綱島駅,どの駅からも微妙な距離にあるため車、もしくはバス（綱島・日吉・鶴見・新横浜）が便利。,,
ドヌオス新横浜店,横浜市港北区師岡町911ZAM新横浜2F,綱島駅,ゲームコーナートレッサの近くのため上記と同様,,
ジアス新横浜,横浜市港北区新横浜2-1-19ingビル 2F,新横浜駅,,,
イミグランデ日吉店,横浜市港北区日吉2-2-4,日吉駅,通り沿いに1号館・2号館・3号館あり1号館→スタホ・スロット中心2号館→ガンスリンガーストラトス・MFC3号館→格ゲー・音ゲー中心,,
タイトーステーション戸塚西口店,横浜市戸塚区戸塚町4023,戸塚駅,旧：タイトーイン戸塚西口,,
モーリーファンタジーサクラス戸塚店,横浜市戸塚区戸塚町4253-1サクラス戸塚2F,戸塚駅,,,
スウィーツファクトリーパックン戸塚店,横浜市戸塚区上倉田町769-1アピタ戸塚店3F,戸塚駅,,,
モーリーファンタジー東戸塚店,横浜市戸塚区品濃町535-1イオンスタイル東戸塚店2F,東戸塚駅,,,
戸塚ボーリングセンター,横浜市戸塚区矢部町445,,,,
キッズトレイン東戸塚店,横浜市戸塚区品濃町537-1オーロラモール6F,東戸塚駅,,,
amue,横浜市戸塚区品濃町536-1オーロラモールアネックス7F,,,,
モラモラ東戸塚店,横浜市戸塚区川上町52-1オリンピック東戸塚店3F,,,,
ラウンドワン横浜戸塚店,横浜市戸塚区影取町1759-5,,,,
キッズプラザきゃらんど立場店,横浜市泉区中田西1-1-15イトーヨーカドー立場店3F,,,,
NICOPA　四季の森フォレオ店,横浜市旭区上白根3-41-1四季の森フォレオ3F,,旧：H/T四季の森,,
ファミリーランド鶴ヶ峰店,横浜市旭区鶴ヶ峰1-7-10ザ･プライス鶴ヶ峰店3F,鶴ヶ峰駅,,,
イトーヨーカドー若葉台店,横浜市旭区若葉台3-7-1,上に同じ,ゲームコーナー,,
アミューズメント・パラダイスシティ,横浜市旭区二俣川1-43-28ドン・キホーテ二俣川店5F,二俣川駅,,,
ヤードパル・アストロ,横浜市旭区鶴ヶ峰本町1-38-3,鶴ヶ峰駅,,,
アミューズメントスポットドリームス鴨居,横浜市緑区鴨居3-1-9,鴨居駅,,,
Play Land 54Street 十日市場店,横浜市緑区十日市場町818-2ダイエー十日市場店3F,十日市場駅,,,
スウィーツファクトリーパックンアピタ長津田店,横浜市緑区長津田みなみ台4-7-1アピタ長津田店2F,,,,
フロンティア三ツ境店,横浜市瀬谷区三ツ境6-1,三ツ境駅,,,
モーリーファンタジー三ツ境店,横浜市瀬谷区三ツ境7-1ダイエー三ツ境店2F,三ツ境駅,,,
モラモラ瀬谷店,横浜市瀬谷区中央6-20マルエツ瀬谷店2F,,,,
アクティランド橋戸,横浜市瀬谷区橋戸2-36-1フジシティオ内,,,,
すすき野湯けむりの里,横浜市青葉区すすき野3-2-7,上に同じ,ゲームコーナー入場料必要,,
ナムコランドWAOこどもの国店,横浜市青葉区奈良1-2-1三和ショッピングセンター3F,こどもの国線こどもの国駅,,,
プラボ都筑店,横浜市都筑区川和町846-1,川和町駅,,,
ファンタスティックジャーニー,横浜市都筑区池辺町4035-1イトーヨーカドーららぽーと横浜店2F,鴨居駅,,,
namcoららぽーと横浜店,横浜市都筑区池辺町4035-1ららぽーと横浜2F,鴨居駅,,,
namco港北TOKYUショッピングセンター店,横浜市都筑区茅ヶ崎中央5-1港北東急百貨店6F,センター南駅,旧：ワンダーパーク港北,,
ネバーランド,横浜市都筑区中川中央1-36-16,センター北駅,,,
THE 3RD PLANET 港北ニュータウン店,横浜市都筑区中川中央1-25-1ノースポート・モール 6F,センター北駅,,,
モーリーファンタジー,横浜市都筑区中川中央1-31-1モザイクモール5F,センター北駅,,,
アメイジングワールド,横浜市都筑区中川中央2-2-1ルララこうほく4F,センター北駅,,,
ドラマ港北インター店,横浜市都筑区東方町321-6,鴨居・小机駅,新羽・鶴見・中山・大倉山駅からバスが便利,,
SILK HAT 川崎ダイス,川崎市川崎区駅前本町8ダイスビルB2F,川崎駅,旧：AM PIA川崎ダイス,,
AM PIA 川崎モアーズ,川崎市川崎区駅前本町7岡田屋モアーズ1F-2F,〃,,,
スターライト,川崎市川崎区小川町14-3,〃,※スロットゲーセン,,
アドアーズイサゴ店,川崎市川崎区砂子2-5-5岡田屋2BKビル 1F-2F,〃,メダルゲーム専門,,
アドアーズ川崎店,川崎市川崎区砂子2-6-26泉屋砂子ビル1F,〃,メダルゲーム専門,,
ウェアハウス川崎店,川崎市川崎区日進町3-7,〃,8号営業ですが18禁。,,
川崎グランドボウル,川崎市川崎区宮前町11-14,〃,ゲームコーナー,,
NICOPA&nicoground川崎,川崎市川崎区富士見1-5-5マーケットスクエア川崎イースト1F,港町駅,,,
キッズトレインなっつべりい,川崎市川崎区港町12-1イトーヨーカドー川崎港町店2F,鈴本町駅,,,
こころっこ川崎店,川崎市川崎区中瀬3-20-20ホームズ川崎大師店2F,東門前駅,,,
アミュ－ズメントベネクス川崎店,川崎市川崎区鋼管通4-95,浜川崎駅,,,
ラウンドワン川崎大師店,川崎市川崎区殿町1-5-1,産業道路駅,,,
プレイランド川崎店,川崎市川崎区小田栄2-2-1イトーヨーカドー川崎店3F,小田栄駅,旧：～エスパ川崎店,,
モーリーファンタジー川崎小田栄,川崎市川崎区小田栄2-3-1コーナン川崎小田栄2F,小田栄駅,,,
AM PIA ラ チッタデッラ,川崎市川崎区小川町4-1ラ・チッタデッラ B1F,2014/11/3閉店,,,
サムズタウン川崎店,川崎市川崎区駅前本町4-12ムラタヤビル アネックス1F-3F,2018/1/31閉店,,,
namcoラゾーナ川崎店,川崎市幸区堀川町72-1ラゾーナ川崎プラザ4F,川崎駅,旧：NL川崎店,,
YAZ川崎店,川崎市幸区小倉1658-35クロスガーデン川崎1F,尻手駅,,,
ジョイランド中原店,川崎市中原区上小田中6-19-6,武蔵中原駅,,,
イトーヨーカドー武蔵小杉駅前,川崎市中原区小杉町3-420,武蔵小杉駅,,,
タイトーステーション 溝の口2号店,川崎市高津区溝口2-13-5,JR南武線 武蔵溝ノ口駅東急田園都市線・大井町線 溝の口駅,2015/10/4オープン,,
イミグランデ溝の口,川崎市高津区溝口1-14-7 カスタムビル,,,,
ラウンドワン高津店,川崎市高津区二子4-8-1,東急田園都市線 高津駅,,,
テクモピア 向ケ丘遊園店,川崎市多摩区登戸2755ミノワホームズ1F,向ケ丘遊園駅,EMBED採用,,
モーリーファンタジー向ケ丘店,川崎市多摩区登戸2789ダイエー向ケ丘店3F,〃,,,
ゲームインスターズ,川崎市多摩区登戸2978,〃,,,
遊びっこ広場ふぉるむ川崎宮前店,川崎市宮前区犬蔵3-9-12マルエツ川崎宮前店内,,,,
わんぱくキッズランド,川崎市宮前区野川16-1FUJI上野川店内,,,,
ファミリーランド向ヶ丘店,川崎市宮前区平2-3-10ヤマダ電機2F,,旧：ダイクマ向ヶ丘店(ナムコ系列),,
遊びっこ広場ふぉるむ川崎野川店,川崎市宮前区野川3961-1,,移転,,
イオン新百合ヶ丘ファミリーパーク,川崎市麻生区上麻生1-19イオン新百合ヶ丘4F,新百合ケ丘駅,,,
ムトス相模原店,相模原市中央区中央2-1-5,相模原駅,OPが2012年9月に破産、ともかく目玉のようなネオンが目印,,
相模原パークレーンズ,相模原市中央区相模原2-7-4,相模原駅,ゲームコーナー,,
イミグランデ相模原店,相模原市中央区東淵野辺4-15-1,古渕駅,手前に旧館、奥に新館がある,,
相模原バッティングセンター,相模原市中央区南橋本4-6-11,南橋本駅,,,
モーリーファンタジー相模原小山,相模原市中央区小山3-37-1コーナン相模原モール2F,南橋本駅,,,
namcoダイエー上溝店,相模原市中央区上溝5-14-19グルメシテイ上溝店4F,上溝駅,,,
ドラマ星ヶ丘,相模原市中央区星ヶ丘3-7-7,上溝駅,,,
アピナ橋本店,相模原市緑区西橋本5-1-1 1F,橋本駅,ラ・フロ－ル内,,
コーナン相模原西橋本,相模原市緑区西橋本5-4-3,橋本駅,,,
アドアーズ橋本店,相模原市緑区橋本3-3-1SING橋本2F,橋本駅,,,
アミューズメント PLABI アリオ橋本店,相模原市緑区大山町1-22アリオ橋本2F,橋本駅,,,
町田ボウリングセンター,相模原市南区上鶴間本町3-11-8,,,,
クラブセガ相模大野,相模原市南区相模大野3-13-2東和ビル2F,,旧：サミーズストリート相模大野唯一の旧サミーアミューズメントのお店です。,,
（株）大野バッティングセンター,相模原市南区鵜野森2-3-21,,,,
namcoイオン相模原店,相模原市南区古淵2-10-1　イオン相模原店内,古淵駅,旧：NLイオン相模原店,,
モーリーファンタジーイオン相模原,相模原市南区古淵2-10-1 イオン相模原3F,古淵駅,,,
セガワールド古淵,相模原市南区古淵3-13-33イトーヨーカドー3F,古淵駅,,,
ニコパニトリモール相模原,相模原市南区大野台6-1-1ニトリモール相模原3F,古淵駅,,,
キッズトレイン相模原,相模原市松が枝町17-1イトーヨーカドー相模原店3F,小田急相模原駅,,,
GAME SILK HAT 横須賀中央,横須賀市若松町1-5プライムビル,横須賀中央駅,旧：AM St.Tropez 横須賀中央,,
アミューズメントパラダイスゼロワン,横須賀市若松町1-6ヨコビル内,レトロビデオゲームが多数,,,
プラサカプコン横須賀店,横須賀市若松町2-30モアーズシティ内,,,,
アドアーズ横須賀店,横須賀市本町3-27 横須賀APT 1F,汐入駅、横須賀駅,,,
パロ横須賀店,横須賀市本町2-1-12ショッパーズプラザ横須賀4F,汐入駅、横須賀駅,旧:アトランティックシティー,,
らんらんらんど横須賀店,横須賀市本町2-1-12ショッパーズプラザ横須賀 4F,,同一OPでもパロ横須賀店とは別,,
ゲームランデブー横須賀店,横須賀市本町2-1-12ショッパーズプラザ横須賀 5F,,旧：オクティガーデン,,
リヴインよこすか　キッズパーク,横須賀市平成町3-21-4リヴインよこすか2F,,,,
モーリーファンタジー久里浜店,横須賀市久里浜5-13-1イオン久里浜店3F,,旧：ファンタジーアイランド…,,
ゲームファンタジア平塚店,平塚市紅谷町14-21,JR東海道線　平塚駅,,,
namcoOSC湘南店,平塚市代官町33-1OSC湘南シティ内,〃,旧：ナムコランド平塚店、OSCの方にもゲームコーナーあり,,
アミューズメントランドYAZ平塚店,平塚市田村1-4-26,,,,
SEEK ONE,平塚市田村2-7-31ドン・キホーテビル4F,,,,
アミューズメントべネクス平塚店,平塚市四之宮6-10-27,,,,
GAME PIA大船,鎌倉市大船1-24大船駅前ビル 1F-3F,大船駅,旧：AM～,,
ホームラン,鎌倉市大船1-5-10大船会館 2F,大船駅,,,
ジャンボリー大船店,鎌倉市大船6-1-1イトーヨーカドー大船店2F,大船駅,,,
アドアーズ藤沢北口店,藤沢市藤沢460-1,藤沢駅北口,元アブレイズ藤沢店,,
ゲームインファンファン藤沢店,藤沢市鵠沼石上1-3-8,藤沢駅南口,,,
TFS藤沢店,藤沢市南藤沢21-1,,,,
ゲームランデブーダイエー藤沢店,藤沢市藤沢520ダイエー藤沢店5F,,,,
アニメイト藤沢店,藤沢市鵠沼東1-2藤沢プラザ B1F,,ゲームセンター併設,,
ソユーゲームフィールド湘南店,藤沢市辻堂新町4-1-1湘南モールFILL 2F,,旧：SOYU LAGOON湘南店,,
楽市楽座湘南藤沢店,藤沢市辻堂新町4-3-5ミスターマックス湘南藤沢SC 2F,,,,
ドラマ藤沢店,藤沢市本藤沢5-6-8,小田急線善行駅徒歩15分,,,
プレイランドピカキッズ,藤沢市石川6-2-1イトーヨーカドー湘南台店,,,,
長後ゲームセンター,藤沢市下土棚507,長後駅,,,
カバロ藤沢店,藤沢市鵠沼石上1-10-1イトーヨーカドー藤沢店5F,,,,
T/S小田原シティーモールクレッセ店,小田原市前川120小田原シティーモールクレッセ 2F,,旧：TAC小田原,,
セガワールド小田原,小田原市中里296-1ダイナシティイーストモール イトーヨーカ堂 3F,JR鴨宮駅から徒歩20分小田原厚木道路 小田原東ICから車で5分西湘バイパス 国府津ICから車で5分,,,
小田原メトロポリス,小田原市前川219-4,JR国府津駅から徒歩20分巡礼街道沿い,コロナワールド小田原内,,
T/S小田原店,小田原市栄町1-3-12,小田原駅,ようやくインベーダーの仲間入り小田原の2店舗を間違えないように,,
ヒルトン小田原リゾート＆スパ(ホテル内ゲームコーナー),小田原市根府川583-1,,旧スパウザ小田原,,
モーリーファンタジー茅ヶ崎店,茅ヶ崎市茅ヶ崎2-7-71イオン茅ヶ崎店3F,,旧：ダイナレックスイオン茅ヶ崎中央店と間違えないこと 2015年6月27日にリニューアル,,
モーリーファンタジー茅ケ崎中央店,茅ヶ崎市茅ケ崎3-5-16イオン茅ヶ崎中央店3F,,旧：ファンタジーアイランド茅ヶ崎店イオン茅ヶ崎店と間違えないこと,,
PLAY-IC 東海大学前店,秦野市南矢名1-15-1,東海大学前,,,
コパ3,秦野市南矢名2-19-5,,,,
秦野マスターズボウル,秦野市今川町1-7明玉ビル5F,,ゲームコーナー,,
モーリーファンタジー秦野店,秦野市入船町12-1イオン秦野店2F,,旧：ファンタジーアイランド…,,
SILK HAT 本厚木,厚木市中町2-4-13本厚木駅前ビル,,,,
パームトップス,厚木市中町4-15-9,,旧：LaOXコンピュータ館隣パームトップスはセガです。,,
ゲームインファンファン本厚木店,厚木市中町2-1-6,,,,
イミグランデ本厚木店,厚木市中町3-2-1,,厚木市中町2-11-10から移転,,
ファミリーランド厚木店,厚木市中町4-13-1イトーヨーカドー厚木店内6F,,,,
厚木プラザボウル　ゲームコーナー,厚木市中町2-3-1ダイヤプラザビル7F,,,,
ミリアンパーク,厚木市田村町9-25,本厚木駅徒歩10分,,,
神奈川レジャーランド厚木店,厚木市戸室5-31-1,,TVゲームエリアは24:00まで,,
アクティランド戸室,厚木市戸室1-29-15パシオス2F,,,,
厚木ツマダボウル,厚木市妻田北1丁目11-14,,R246,,
アドアーズ大和店Ａ館,大和市大和東1-4-3大黒屋ビル1F-2F,大和駅,,,
ゲームリスボア,大和市大和東1-3-12,大和駅が近いです,,,
桜ヶ丘ボウル,大和市深見3875,,GC併設,,
アミューズメントべネクス大和店,大和市下鶴間2752-2,,,,
イミグランデ大和店,大和市鶴間2-12-27,,,,
ドヌオス鶴間店,大和市下鶴間2-1-6,,ゲームコーナー,,
プレイランド大和鶴間店,大和市下鶴間1-3-1イトーヨーカドー大和鶴間店3F,,,,
モーリーファンタジー大和鶴間店,大和市下鶴間1-2-1イオン大和鶴間店3F,,,,
モーリーファンタジー大和店,大和市下和田字上ノ原1216-1イオン大和店3F,,MF大和鶴間店と間違えないこと,,
月見野バッティングセンター,大和市下鶴間807-1,,,,
T/S ダイエー伊勢原店,伊勢原市白根630-1ダイエー伊勢原店内,,旧：ダイエー伊勢原,,
ファミリーランド伊勢原店,伊勢原市桜台1-8-1イトーヨーカドー伊勢原店3F,,,,
T/S 海老名ビナウォーク店,海老名市中央1-18-1ビナウォーク6番館2F,海老名駅,旧：タイトートラップ,,
ハローズガーデン海老名店,海老名市中央2-4-1イオン海老名店2F,海老名駅,,,
イミグランデ海老名店,海老名市中央1-19-32,海老名駅,旧サンデーサン,,
ファンタジーキッズリゾート海老名店,海老名市中央3-2-5ショッパーズプラザ海老名3F,海老名駅,,,
ネバーランド2,座間市ひばりが丘4-11-8,さがみ野駅,,,
モラモラ大雄山店,南足柄市関本569ピアゴ大雄山店2F 3F,,,,
ミネボウル,綾瀬市上土棚南5-5-7,,,,
ハローズガーデン綾瀬店,綾瀬市深谷3734-1綾瀬タウンヒルズショッピングセンター2F,,,,
アミューズメントガーデン大磯,中郡大磯町国府本郷546,,,,
ゆう遊空間 新潟弁天橋店,新潟市中央区紫竹山5-1-15,JR新潟駅より車で5分,,,
ファミリーランド,新潟市中央区本町通6-1122-1イトーヨーカドー丸大新潟店6F,,,,
ROUND 1 スタジアム新潟店,新潟市中央区美咲町2-1-38,ホンマ健康ランドそば,,,
DeKKY401ファミリーパーク,新潟市中央区上近江4-12-20DeKKY401 2F,越後線 関谷駅,,,
ビルボードプレイスゲームコーナー,新潟市中央区八千代2-5-7万代シテイビルボードプレイス／BP2内,上越新幹線 新潟駅,,,
シルクドゥガリバー 新潟店,新潟市中央区南笹口1-1-1ドンキホーテ2F,新潟駅徒歩5分,,,
カプコサーカス新潟東,新潟市東区大形本町3-1-2ジャスコシティ新潟東内,,,,
新潟空港ビル,新潟市東区松浜町3710,,,,
モーリーファンタジー新潟東,新潟市東区大形本町3-1-2イオン新潟東店3F,白新線 大形駅,,,
カプコサーカス新潟東,新潟市東区大形本町3-1-2イオン新潟東店内ゲームコーナー,,,,
ゲオ新潟空港通り,新潟市東区浜谷町2-4-6,R113,,,
ポピー豊栄,新潟市北区内島見浦潟2545-2,,,,
モーリーファンタジー・ｆ NIIGATAMINAM店,新潟県新潟市江南区下早通柳田1-1-1イオンモール新潟南2階,,旧名famiu,,
モーリーファンタジー新潟南店,新潟県新潟市江南区下早通柳田1-1-1イオンモール新潟南3階,,,,
ハローズガーデン 新潟亀田店,新潟市江南区鵜ノ子4-446 アピタ亀田店2F,,,,
ゆう遊空間 新潟新津店,新潟市秋葉区程島萱の中1964-1,,,,
わんぱく遊園,新潟市秋葉区新津山谷南4566-1,,,,
メジャーロード白根店,新潟市南区上下諏訪木948-2,,,,
ららぽーと,新潟市南区茨曽根2433-1,,,,
タイトーＦステーション イオン新潟西店,新潟市西区小新南2-1-10 イオン新潟西店3F,,,,
リバプール,新潟市西区寺尾朝日通27-25,JR小針駅より車で5分新潟西郵便局向かい,,,
メジャーロード黒崎店,新潟市西区山田3302,サントノーレ裏,,,
ハローズガーデン 新潟西店,新潟市西区小新白鳥474 アピタ新潟西店2F,,,,
モーリーファンタジー新潟青山店,新潟市西区青山2-5-1,イオン新潟青山店2階,イオン新潟青山店復活に伴い開店,,
TFSイオン新潟西店,新潟市西区小新南2-1-10 イオン新潟西店3F,,旧：TFS新潟サティ店,,
プレイハウス エリナ,新潟市西蒲区津雲田640,JR岩室駅より車で5分,,,
ルナパーク,新潟市西蒲区曽根1554-1,,,,
プレイランド,柏崎市東本町1-16-35ショッピングセンターフォンジェ内,,,,
ナムコランドMEGAドン･キホーテ柏崎店,柏崎市東長浜町4-15MEGAドン･キホーテ柏崎店2F,,旧：ラパーク柏崎ナムコランド店,,
ナムコランドイオン三条店,三条市西裏館2-12-20,,旧：ジャスコ三条店ナムコランド,,
ソユーアスリートパーク 新発田店,新発田市住吉町5-11-5 イオン新発田SC2F,,6/30リニューアルOPEN,,
アピナ上越インター店,上越市下門前1661,,,,
T/S 上越店,上越市富岡3524 J-MAXシアター内,,,,
上越レジャーランボウル,上越市下門前薬島827-2,JR・えちごトキめき鉄道 直江津駅南口から徒歩約20分。関川大橋そば,同系列のカラーワールドと隣接しているが別店舗,,
ファミリーランド,上越市西本町3-8-8 イトーヨーカドー直江津店2F,,,,
ヴィバゾン,糸魚川市寺島3-2-40 2F,,,,
タイトーFステーション燕三条店,燕市井戸巻3-150 県央サティアメニティ棟1F,,,,
モーリーファンタジー県央店,燕市井土巻3-65イオン県央店2階,,,,
オーケーコーラル,燕市佐渡5160,三条燕ICより車で5分,,,
公楽園,燕市分水町大字熊森1283-1,JR分水駅より車で10分,,,
スターフィールド,長岡市新組町2003-1,,,,
テクノポリス,長岡市要町1-8-50,JR宮内駅より車で5分県道498号線沿い,,,
ナムコランドイオン長岡店,長岡市小沢町249-1,,旧：ジャスコ長岡店ナムコランド,,
プラボ長岡,長岡市堺町字浦田31アークガレリア長岡内,,,,
アピナ長岡店,長岡市堺東町22,,,,
プレイランド,岡市城内町2-3-12,JR長岡駅大手口（西口）から徒歩2分,イトーヨーカドー丸大長岡店6F,,
メジャーロード見附店,見附市上新田町字下野沖516-1,,,,
メジャーロード24,見附市今町4-20-568-1,,,,
プレイゾーンバンブー,南魚沼市竹俣60-6,17号モスバーガー隣り,スロットゲーセン,,
メジャーロード六日町,南魚沼市美佐島1801,,,,
ＷＩＮ,村上市田端町13－35,,,,
フリータイム,村上市九日市129,R7沿いJR岩船町駅より徒歩9分,,,
宝島十日町店,十日町市字上島丑735-1,,,,
ACT 五泉店,五泉市木越石道1930,竜門寺の近く,,,
GACEN HAWK,北蒲原郡聖籠町大夫興野,国道113号線沿い,参考,,
